#proteinId	gotermId	goName	gotermType	goAcc
1874	4025	ribosome	cellular_component	GO:0005840
1874	4556	translation	biological_process	GO:0006412
1892	149	recombinase activity	molecular_function	GO:0000150
1892	2176	DNA binding	molecular_function	GO:0003677
1892	4468	DNA recombination	biological_process	GO:0006310
1906	5939	zinc ion binding	molecular_function	GO:0008270
1906	4598	protein modification process	biological_process	GO:0006464
1906	2636	calcium-dependent cysteine-type endopeptidase activity	molecular_function	GO:0004198
1906	3827	intracellular	cellular_component	GO:0005622
1906	4639	proteolysis	biological_process	GO:0006508
1906	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
1906	4143	carbohydrate metabolic process	biological_process	GO:0005975
1906	3724	calcium ion binding	molecular_function	GO:0005509
1906	2175	nucleic acid binding	molecular_function	GO:0003676
1906	19912	cell redox homeostasis	biological_process	GO:0045454
1906	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
1906	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
1906	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
1906	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
1906	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
1924	4239	glycerol metabolic process	biological_process	GO:0006071
1924	6505	glycerophosphodiester phosphodiesterase activity	molecular_function	GO:0008889
1969	73	acyl-CoA binding	molecular_function	GO:0000062
1969	5830	metabolic process	biological_process	GO:0008152
1969	9710	oxidoreductase activity	molecular_function	GO:0016491
1969	2290	catalytic activity	molecular_function	GO:0003824
1969	3708	binding	molecular_function	GO:0005488
1988	3838	nucleus	cellular_component	GO:0005634
1999	3708	binding	molecular_function	GO:0005488
2000	3708	binding	molecular_function	GO:0005488
2013	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
2013	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
2013	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
2013	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
2013	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
2013	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
2013	10082	ATPase activity	molecular_function	GO:0016887
2013	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
2013	18132	ATPase activity, coupled	molecular_function	GO:0042623
2013	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
2013	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
2013	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
2026	3727	protein binding	molecular_function	GO:0005515
2026	3736	ATP binding	molecular_function	GO:0005524
2030	5830	metabolic process	biological_process	GO:0008152
2030	6141	sulfuric ester hydrolase activity	molecular_function	GO:0008484
2030	3134	steryl-sulfatase activity	molecular_function	GO:0004773
2035	9710	oxidoreductase activity	molecular_function	GO:0016491
2055	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
2055	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
2055	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
2055	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
2055	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
2055	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
2055	10082	ATPase activity	molecular_function	GO:0016887
2055	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
2055	18132	ATPase activity, coupled	molecular_function	GO:0042623
2055	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
2055	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
2055	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
2062	3043	protein kinase activity	molecular_function	GO:0004672
2062	3736	ATP binding	molecular_function	GO:0005524
2062	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2062	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
2062	3727	protein binding	molecular_function	GO:0005515
2062	5939	zinc ion binding	molecular_function	GO:0008270
2062	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2062	6102	phosphofructokinase activity	molecular_function	GO:0008443
2062	6245	phosphorylase kinase regulator activity	molecular_function	GO:0008607
2062	6438	cobinamide kinase activity	molecular_function	GO:0008819
2062	9578	phosphatidylinositol phosphate kinase activity	molecular_function	GO:0016307
2062	9751	cyclin-dependent protein kinase regulator activity	molecular_function	GO:0016538
2062	11022	phenol kinase activity	molecular_function	GO:0018720
2062	12155	cyclin-dependent protein kinase activating kinase regulator activity	molecular_function	GO:0019914
2062	15776	inositol tetrakisphosphate 2-kinase activity	molecular_function	GO:0032942
2062	17186	phosphoinositide 3-kinase activity	molecular_function	GO:0035004
2062	18069	eukaryotic elongation factor-2 kinase regulator activity	molecular_function	GO:0042556
2062	18070	eukaryotic elongation factor-2 kinase activator activity	molecular_function	GO:0042557
2062	19207	LPPG:FO 2-phospho-L-lactate transferase activity	molecular_function	GO:0043743
2062	19235	cytidine kinase activity	molecular_function	GO:0043771
2062	19262	glycerate 2-kinase activity	molecular_function	GO:0043798
2062	19305	(S)-lactate 2-kinase activity	molecular_function	GO:0043841
2062	24976	polynucleotide kinase activity	molecular_function	GO:0051731
2062	24979	ATP-dependent polynucleotide kinase activity	molecular_function	GO:0051734
2062	24980	GTP-dependent polynucleotide kinase activity	molecular_function	GO:0051735
2067	4639	proteolysis	biological_process	GO:0006508
2067	5909	metallopeptidase activity	molecular_function	GO:0008237
2067	5939	zinc ion binding	molecular_function	GO:0008270
2080	3727	protein binding	molecular_function	GO:0005515
2082	2290	catalytic activity	molecular_function	GO:0003824
2082	3127	spermidine synthase activity	molecular_function	GO:0004766
2086	2176	DNA binding	molecular_function	GO:0003677
2086	3864	DNA-directed RNA polymerase II, core complex	cellular_component	GO:0005665
2086	4514	transcription from RNA polymerase II promoter	biological_process	GO:0006366
2086	3727	protein binding	molecular_function	GO:0005515
2088	2620	carboxypeptidase A activity	molecular_function	GO:0004182
2088	4639	proteolysis	biological_process	GO:0006508
2088	5939	zinc ion binding	molecular_function	GO:0008270
2088	3708	binding	molecular_function	GO:0005488
2088	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
2088	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
2088	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
2088	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
2088	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
2088	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
2088	10082	ATPase activity	molecular_function	GO:0016887
2088	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
2088	18132	ATPase activity, coupled	molecular_function	GO:0042623
2088	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
2088	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
2088	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
2128	3724	calcium ion binding	molecular_function	GO:0005509
2129	5323	intracellular signaling cascade	biological_process	GO:0007242
2129	6795	cyclic nucleotide biosynthetic process	biological_process	GO:0009190
2129	10044	phosphorus-oxygen lyase activity	molecular_function	GO:0016849
2129	3228	signal transducer activity	molecular_function	GO:0004871
2129	5250	signal transduction	biological_process	GO:0007165
2129	9320	membrane	cellular_component	GO:0016020
2129	2460	adenylate cyclase activity	molecular_function	GO:0004016
2129	5962	calcium- and calmodulin-responsive adenylate cyclase activity	molecular_function	GO:0008294
2130	2196	transcription factor activity	molecular_function	GO:0003700
2130	3838	nucleus	cellular_component	GO:0005634
2130	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2130	5939	zinc ion binding	molecular_function	GO:0008270
2130	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
2130	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
2130	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
2130	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
2130	3050	casein kinase activity	molecular_function	GO:0004680
2130	3051	casein kinase I activity	molecular_function	GO:0004681
2130	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
2130	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
2130	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
2130	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
2130	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
2130	3067	atypical protein kinase C activity	molecular_function	GO:0004700
2130	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
2130	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
2130	3071	JUN kinase activity	molecular_function	GO:0004705
2130	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
2130	3074	MAP kinase kinase activity	molecular_function	GO:0004708
2130	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
2130	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
2130	3084	Janus kinase activity	molecular_function	GO:0004718
2130	6004	MAP kinase 1 activity	molecular_function	GO:0008338
2130	6005	MP kinase activity	molecular_function	GO:0008339
2130	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
2130	6196	JUN kinase kinase activity	molecular_function	GO:0008545
2130	10102	MAP kinase 2 activity	molecular_function	GO:0016908
2130	10103	SAP kinase activity	molecular_function	GO:0016909
2130	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
2130	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
2130	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
2132	2290	catalytic activity	molecular_function	GO:0003824
2132	3736	ATP binding	molecular_function	GO:0005524
2132	5830	metabolic process	biological_process	GO:0008152
2132	4283	electron transport	biological_process	GO:0006118
2132	9710	oxidoreductase activity	molecular_function	GO:0016491
2136	10069	ligase activity	molecular_function	GO:0016874
2136	2437	acetyl-CoA carboxylase activity	molecular_function	GO:0003989
2136	4761	fatty acid biosynthetic process	biological_process	GO:0006633
2136	6914	acetyl-CoA carboxylase complex	cellular_component	GO:0009317
2136	3031	propionyl-CoA carboxylase activity	molecular_function	GO:0004658
2138	3043	protein kinase activity	molecular_function	GO:0004672
2138	3736	ATP binding	molecular_function	GO:0005524
2138	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2138	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2138	3530	structural molecule activity	molecular_function	GO:0005198
2138	11313	viral capsid	cellular_component	GO:0019028
2138	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
2138	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
2138	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
2138	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
2138	3050	casein kinase activity	molecular_function	GO:0004680
2138	3051	casein kinase I activity	molecular_function	GO:0004681
2138	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
2138	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
2138	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
2138	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
2138	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
