protein,Fasta_headers,T0.1,T0.2,T0.3,T2.1,T2.2,T2.3,T4.1,T4.2,T4.3,T6.1,T6.2,T6.3,T8.1,T8.2,T8.3
A0A6S7ZKB2,tr|A0A6S7ZKB2|A0A6S7ZKB2_9STRA Sulfatase domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_304 PE=3 SV=1,326939.7917,642330.2619,618396.0296,325055.5929,624618.4812,596260.7865,354703.8587,684374.9489,639513.3424,328728.2687,604153.0694,587604.1959,350945.1436,589360,618888.0736
A0A6S7ZKE8,tr|A0A6S7ZKE8|A0A6S7ZKE8_9STRA Phosphatidylserine decarboxylase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_554 PE=4 SV=1,227844.835,481609.2838,366386.7442,198118.5981,439995.6412,333498.5456,204223.766,378561.5428,298581.0399,195122.9493,344208.9164,268032.5444,216294.0719,360570,302244.8873
A0A6S7ZKJ0,tr|A0A6S7ZKJ0|A0A6S7ZKJ0_9STRA VOC domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_247 PE=4 SV=1,387808.1263,453726.2894,365433.8823,366913.651,384873.3035,327230.3167,324962.0013,384780.4914,307754.0543,363555.185,444006.4982,343237.32,328511.7319,477160,325048.1633
A0A6S7ZKK5,tr|A0A6S7ZKK5|A0A6S7ZKK5_9STRA Adenylate kinase isoenzyme 6 homolog OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_173 PE=3 SV=1,890029.1043,602429.2292,845086.4131,1152785.808,887318.6313,1138516.526,1245704.119,950859.8016,1310894.502,1267881.855,1026896.497,1360715.127,1130329.093,870260,1252628.124
A0A6S7ZKQ4,tr|A0A6S7ZKQ4|A0A6S7ZKQ4_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_505 PE=4 SV=1,53465.5027,25895.57935,71378.4312,47377.48111,23986.67934,65523.96675,65338.88604,35498.37845,80817.62019,50680.25466,27116.63295,63336.67397,62054.52747,37066,78449.23883
A0A6S7ZKY8,tr|A0A6S7ZKY8|A0A6S7ZKY8_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_284 PE=4 SV=1,1044842.836,1331339.005,1495199.132,964109.609,1177645.825,1296672.452,948066.2496,1124835.372,1301153.248,922530.9853,1063878.904,1227793.361,1005848.959,1194600,1348736.172
A0A6S7ZL04,tr|A0A6S7ZL04|A0A6S7ZL04_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_352 PE=4 SV=1,90512.35794,105107.7205,191275.6829,80194.54223,96766.61021,170788.2655,84291.43924,78266.72717,182381.7926,79015.71858,79320.99566,154216.0025,84842.1509,92834,167072.798
A0A6S7ZL06,tr|A0A6S7ZL06|A0A6S7ZL06_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_530 PE=4 SV=1,34492.78286,64017.29334,81622.83098,24980.27065,47729.11373,60685.56515,19938.28333,44925.60705,59618.79544,17789.33437,41097.20583,53104.25188,23968.89155,42785,71007.72997
A0A6S7ZL08,tr|A0A6S7ZL08|A0A6S7ZL08_9STRA Carn_acyltransf domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_547 PE=3 SV=1;tr|A0A6S7ZX70|A0A6S7ZX70_9STRA Carn_acyltransf domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=AL,462457.6622,1042390.617,821968.1684,408267.8091,904284.0281,734509.393,421117.2892,1099358.994,789087.9822,412191.4668,1047299.512,788701.5713,386619.3283,1021500,780373.472
A0A6S7ZL21,tr|A0A6S7ZL21|A0A6S7ZL21_9STRA Epimerase domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_534 PE=4 SV=1,75156.31792,143777.3578,176937.38,69160.27712,142361.3676,179825.0621,59094.46657,148140.7798,157356.0465,54989.9907,147670.5782,159943.9212,61908.34484,176750,198734.7288
A0A6S7ZL30,tr|A0A6S7ZL30|A0A6S7ZL30_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_213 PE=3 SV=1,1467106.69,2143964.584,2491166.689,711930.5559,1009349.9,1039075.807,659748.4096,891169.5194,868745.9293,611966.1762,874314.2732,851660.0324,772294.092,1042600,1032821.258
A0A6S7ZL41,tr|A0A6S7ZL41|A0A6S7ZL41_9STRA Protein kinase domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_360 PE=3 SV=1,206064.1069,308068.4284,264782.1723,178117.2032,265213.5422,247577.0667,174558.6618,283310.8865,232259.3338,161737.6701,273010.7869,207396.8699,156466.0184,271540,214720.8998
A0A6S7ZL97,tr|A0A6S7ZL97|A0A6S7ZL97_9STRA Gln-synt_C domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_312 PE=3 SV=1,5620376.037,5693151.903,6442821.112,6188235.757,6432966.331,7044626.434,4995809.691,5185460.069,5611890.194,5027811.379,5246134.33,5622724.45,4059997.719,4073500,4368319.712
A0A6S7ZLB5,tr|A0A6S7ZLB5|A0A6S7ZLB5_9STRA Aa_trans domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_317 PE=4 SV=1,27267.5971,17254.81025,56520.59171,20719.45245,11652.81558,37897.01722,24044.03025,13390.11312,41675.17315,17208.59393,10492.68315,33800.80099,22231.56719,11123,41113.94843
A0A6S7ZLB8,tr|A0A6S7ZLB8|A0A6S7ZLB8_9STRA Cysteinyl-tRNA synthetase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_562 PE=4 SV=1,1456153.66,1234641.047,1509378.624,1565525.73,1363515.227,1687148.36,1679359.588,1514827.381,1782185.661,1473971.751,1289565.887,1567576.904,1360791.636,1193000,1477556.773
A0A6S7ZLD9,tr|A0A6S7ZLD9|A0A6S7ZLD9_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_569 PE=4 SV=1,835154.9656,572217.0836,633154.0455,812996.8658,575647.8734,685633.9862,914240.0265,703283.6523,825292.9772,1047200.49,775729.0595,931461.7364,1018499.379,790000,921515.0053
A0A6S7ZLH2,tr|A0A6S7ZLH2|A0A6S7ZLH2_9STRA Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_637 PE=3 SV=1,793795.0139,1367230.843,900409.1213,722810.2153,1251426.046,845851.3569,629376.0796,1104299.281,751943.652,575540.035,1038698.952,656448.6712,589790.6978,1034800,681865.7075
A0A6S7ZLR6,tr|A0A6S7ZLR6|A0A6S7ZLR6_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_257 PE=4 SV=1,46892.59445,130766.5665,20519.42728,29410.58249,106474.5873,19308.06285,56325.86971,71717.45749,15239.26456,35044.621,84636.76344,16326.39251,38792.37272,86653,18644.96131
A0A6S7ZLT8,tr|A0A6S7ZLT8|A0A6S7ZLT8_9STRA Abhydrolase_3 domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_654 PE=4 SV=1,391698.9043,466956.6318,525219.7481,175872.5577,283526.8469,289405.2103,160008.4517,289471.714,282171.6652,168047.0209,283062.0437,281276.0762,169993.5343,283960,302364.2762
A0A6S7ZM08,tr|A0A6S7ZM08|A0A6S7ZM08_9STRA Homoserine dehydrogenase (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_672 PE=3 SV=1,2356481.882,1828956.43,2280289.276,3258801.566,2617677.627,3055372.106,3496052.545,2919224.835,3213686.168,4002906.653,3231841.74,3756955.26,3737946.135,3019200,3374407.29
A0A6S7ZM13,tr|A0A6S7ZM13|A0A6S7ZM13_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_610 PE=3 SV=1,247266.0297,381121.6828,285835.8829,183098.942,328626.0201,212316.7806,164158.6059,266048.9451,191067.7443,142342.6906,268897.0251,170074.1893,149859.6879,283180,170809.6699
A0A6S7ZM28,tr|A0A6S7ZM28|A0A6S7ZM28_9STRA APH domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_615 PE=4 SV=1,540136.9917,704005.0401,682078.9666,451832.2559,529454.1585,665882.4731,491834.3803,547751.8168,687268.6817,468537.8804,520686.1894,799914.185,482655.6954,549400,768864.384
A0A6S7ZM50,tr|A0A6S7ZM50|A0A6S7ZM50_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_630 PE=4 SV=1,97242.20514,40142.53902,130678.2035,81122.17634,31477.19595,88875.81633,92158.64023,40599.46618,78737.1666,101183.0771,38553.30526,77502.02368,102502.1374,40712,85217.39441
A0A6S7ZM94,tr|A0A6S7ZM94|A0A6S7ZM94_9STRA Conserved oligomeric Golgi complex subunit 1 (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_643 PE=3 SV=1,203393.9651,80467.40094,111442.871,159535.8901,66195.45158,95754.089,167190.3565,70770.08495,95762.32777,151768.779,57754.31442,96143.90605,170820.0284,62286,88431.34305
A0A6S7ZMB1,tr|A0A6S7ZMB1|A0A6S7ZMB1_9STRA Mur_ligase_M domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_635 PE=3 SV=1,134215.4952,171307.1613,105512.4401,148742.1227,192456.921,120690.3743,158424.0468,187653.383,125685.3735,165799.9348,197771.4305,123946.81,165377.5366,194290,117712.6596
A0A6S7ZMC6,tr|A0A6S7ZMC6|A0A6S7ZMC6_9STRA p-aminobenzoic acid synthase (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_307 PE=3 SV=1,2479907.825,2431099.288,2122726.754,3005248.24,2859997.005,2642723.687,3093591.761,2996719.521,2818701.501,2902943.415,2725341.294,2591548.784,2732153.4,2584200,2407596.144
A0A6S7ZMH2,tr|A0A6S7ZMH2|A0A6S7ZMH2_9STRA CAP10 domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_651 PE=4 SV=1,32747.382,103236.763,170256.0031,26458.18649,100305.6285,146326.5918,24014.97369,97333.32606,174101.7265,25175.53557,100085.6488,216371.8253,29809.44996,103320,188897.0851
A0A6S7ZMH6,tr|A0A6S7ZMH6|A0A6S7ZMH6_9STRA ER membrane protein complex subunit 1 OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_321 PE=3 SV=1,1195242.66,1177557.752,875022.1578,939258.1765,879312.2612,673037.6025,905797.1766,842706.2799,632903.2055,901752.7346,922259.8044,604277.1823,913472.7804,931490,648818.8657
A0A6S7ZMJ1,tr|A0A6S7ZMJ1|A0A6S7ZMJ1_9STRA TPR_REGION domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_691 PE=4 SV=1,446104.4059,370287.3115,544004.7398,427009.454,362151.4279,557213.1957,498654.4486,406430.5694,601336.903,478991.2082,415697.1852,617751.7766,474424.4887,398640,604561.408
A0A6S7ZMN3,tr|A0A6S7ZMN3|A0A6S7ZMN3_9STRA Formyltetrahydrofolate synthetase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_663 PE=3 SV=1,2158182.984,2143678.213,2065328.169,1872847.478,1739611.927,1705245.924,1709183.681,1526160.979,1574604.171,1729439.177,1627785.498,1642489.811,1779829.774,1657700,1642432.815
A0A6S7ZMP2,tr|A0A6S7ZMP2|A0A6S7ZMP2_9STRA Radical_SAM domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_678 PE=4 SV=1,356948.916,861890.9449,763752.8438,424993.8539,1083900.353,847385.455,405432.2286,943856.2193,791233.3775,399257.5894,891297.7886,735119.3848,373833.9704,809520,722863.8487
A0A6S7ZMQ1,tr|A0A6S7ZMQ1|A0A6S7ZMQ1_9STRA ATPgrasp_ST domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_422 PE=4 SV=1,238830.5613,472454.9559,491620.0225,205659.9199,449653.9586,413391.4984,202913.4796,442669.0221,423292.2879,187862.2347,406018.9647,386981.1068,193843.793,438070,411963.2676
A0A6S7ZMR2,tr|A0A6S7ZMR2|A0A6S7ZMR2_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_424 PE=4 SV=1,224101.1873,140226.3568,101381.1031,204537.5972,125193.2778,97587.81564,212688.5454,143026.1305,90307.22538,190757.182,125796.142,78138.05372,207107.0557,127830,86696.62263
A0A6S7ZMV4,tr|A0A6S7ZMV4|A0A6S7ZMV4_9STRA Ubiquitin-like domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_715 PE=3 SV=1,664701.8315,410446.0782,361180.0345,570741.2072,326811.9185,346058.9738,582995.2292,290004.49,332733.4135,535115.8315,281352.2939,306996.985,556421.7007,287050,323842.3356
A0A6S7ZMV5,tr|A0A6S7ZMV5|A0A6S7ZMV5_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_500 PE=4 SV=1,334410.7394,238232.0753,550720.1475,335763.4682,244143.6139,495082.2225,307511.6174,226671.9576,497233.0465,294111.4696,209957.2841,452079.9367,276526.9389,185530,409515.7956
A0A6S7ZMX4,tr|A0A6S7ZMX4|A0A6S7ZMX4_9STRA TIP120 domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_719 PE=3 SV=1,1659520.379,1717462.635,1961988.027,1283284.46,1441856.038,1479326.008,1208917.416,1408465.924,1347888.075,1131947.737,1276820.479,1251264.451,1157541.553,1299200,1218363.515
A0A6S7ZMZ6,tr|A0A6S7ZMZ6|A0A6S7ZMZ6_9STRA Fe-ADH domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_509 PE=4 SV=1,351129.0967,274400.7387,354283.1294,384916.6243,307515.5532,428133.2224,499405.5333,357502.3618,516066.138,478891.9862,406029.3268,597308.8226,504116.4304,406110,591512.2035
A0A6S7ZN11,tr|A0A6S7ZN11|A0A6S7ZN11_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_728 PE=4 SV=1,1839455.241,1365321.703,1913664.316,1714577.064,1324294.148,1781231.72,1601290.639,1233037.328,1710169.96,1559711.218,1228843.862,1636165.995,1545037.977,1236800,1658430.925
A0A6S7ZN30,tr|A0A6S7ZN30|A0A6S7ZN30_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_701 PE=3 SV=1,385742.8533,452523.531,427313.1878,331457.4135,359121.1689,371251.7411,402833.5852,422055.4356,449929.9796,404411.296,425416.8542,455558.0359,434409.8043,459940,488431.8449
A0A6S7ZN41,tr|A0A6S7ZN41|A0A6S7ZN41_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_372 PE=4 SV=1,31267.90547,26629.64381,23769.36697,20125.07948,17066.74329,14069.35753,17316.61398,12648.1015,10016.56066,12283.68159,11453.25171,8932.026446,15539.21383,11379,9037.857567
A0A6S7ZN53,tr|A0A6S7ZN53|A0A6S7ZN53_9STRA Lipase_3 domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_741 PE=4 SV=1,127349.4163,82238.12859,126912.1302,131953.0904,90018.96313,121984.7695,110798.6983,70071.66408,113294.2661,103774.5218,74206.25302,95320.59374,110845.7922,77684,107767.566
A0A6S7ZN73,tr|A0A6S7ZN73|A0A6S7ZN73_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_748 PE=4 SV=1,87580.65122,34085.79134,107414.7608,66875.54864,18828.1447,58432.35856,74072.3015,17691.06821,55387.1482,66758.88529,15932.79637,60286.64847,72382.89269,16995,62888.09228
A0A6S7ZNE2,tr|A0A6S7ZNE2|A0A6S7ZNE2_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_747 PE=4 SV=1,1359156.672,1466219.769,1678057.868,1095925.272,1136803.203,1352523.211,1069939.335,1063808.307,1339306.494,1023153.75,1067194.783,1356458.711,949175.0772,953680,1287131.51
A0A6S7ZNF1,tr|A0A6S7ZNF1|A0A6S7ZNF1_9STRA Glutamine synthetase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_452 PE=3 SV=1,572609.1856,785792.6116,968742.9318,465466.187,625723.1576,671767.1775,381211.1178,555123.4989,534064.265,370366.4824,524717.0542,509079.4165,377331.1088,531520,529394.1695
A0A6S7ZNH5,tr|A0A6S7ZNH5|A0A6S7ZNH5_9STRA Geranylgeranyl transferase type-2 subunit alpha OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_780 PE=3 SV=1,67418.35596,185119.7915,28571.11033,65581.44178,206473.136,23704.21273,69242.3335,172512.8587,22177.58887,65568.22149,161918.4938,19798.41117,65174.96443,176250,22324.52658
A0A6S7ZNI6,tr|A0A6S7ZNI6|A0A6S7ZNI6_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_410 PE=4 SV=1,37517.12715,46546.75023,141658.8025,39474.84007,38856.23145,116474.0015,28376.74728,33956.23419,113670.0002,30381.77142,42442.20906,113243.75,31127.90485,47415,117447.6163
A0A6S7ZNJ0,tr|A0A6S7ZNJ0|A0A6S7ZNJ0_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_762 PE=4 SV=1,339189.7483,511391.8728,517211.1707,387264.3403,600153.4466,517518.4072,469329.2513,657833.0188,521562.9887,458224.6307,662305.2893,511633.2656,451277.0311,614480,522565.1256
A0A6S7ZNL5,tr|A0A6S7ZNL5|A0A6S7ZNL5_9STRA ThiF domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_770 PE=4 SV=1,87286.3907,122309.0748,299777.1599,77989.97966,125963.5109,276760.8861,91972.23965,156587.7006,350290.8646,85173.31816,128210.5161,327573.7121,86365.82372,135880,283918.6943
A0A6S7ZNL9,tr|A0A6S7ZNL9|A0A6S7ZNL9_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_791 PE=4 SV=1,1540235.88,1160661.86,1225448.465,1693733.927,1227913.668,1480284.819,2271620.023,1628066.492,2044155.82,2098486.59,1649235.087,1996380.33,1953393.538,1503100,1733407.141
A0A6S7ZNV7,tr|A0A6S7ZNV7|A0A6S7ZNV7_9STRA ABC1 domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_814 PE=4 SV=1,143283.0788,89886.14473,68567.48859,111127.1318,73051.53937,73088.98802,177656.2009,81652.27628,126810.2564,129163.6765,75425.87459,105948.2544,138513.6666,80925,132724.6173
A0A6S7ZNX3,tr|A0A6S7ZNX3|A0A6S7ZNX3_9STRA Calmodulin OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_819 PE=4 SV=1,143610.035,48964.67645,139492.176,116807.4593,43897.2042,126323.3907,137996.7361,51658.92661,127436.4799,110644.185,55702.61457,127047.9125,128112.2101,51534,125059.8513
A0A6S7ZNY6,tr|A0A6S7ZNY6|A0A6S7ZNY6_9STRA Bifunctional lysine-specific demethylase and histidyl-hydroxylase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_808 PE=3 SV=1,48373.16083,104181.7875,37049.31253,53898.97801,130402.4857,45313.42274,45392.92739,107456.0695,29934.64242,43772.65361,97518.95156,32151.74414,39999.50392,92460,27970.42669
A0A6S7ZNZ2,tr|A0A6S7ZNZ2|A0A6S7ZNZ2_9STRA Aldedh domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_824 PE=3 SV=1,472010.2307,200383.3684,434686.524,470327.6769,205986.673,428396.8955,488270.8398,223339.6861,428858.7189,470796.6397,212993.3854,407642.9622,477561.7929,213200,409897.84
A0A6S7ZP73,tr|A0A6S7ZP73|A0A6S7ZP73_9STRA Subtilisin (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_576 PE=4 SV=1,214875.5749,192527.256,241062.7171,247661.1314,230086.8604,291814.2237,238543.4024,216636.3957,297606.9145,302959.7359,298180.3774,382882.7871,252558.6096,237140,307784.5314
A0A6S7ZP76,tr|A0A6S7ZP76|A0A6S7ZP76_9STRA Importin N-terminal domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_833 PE=4 SV=1,53451.33461,51759.65789,41840.84665,49509.89436,37439.40799,35692.94971,58688.77119,36507.74674,44395.7663,53765.47469,32107.03015,38969.30513,59428.86249,33424,40739.06735
A0A6S7ZP82,tr|A0A6S7ZP82|A0A6S7ZP82_9STRA WD_REPEATS_REGION domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_812 PE=4 SV=1,22827.53273,45784.04868,79318.94703,23548.73652,36106.70209,41092.25593,20277.64204,35165.1513,46124.83894,22012.68892,38269.38316,46988.39133,24856.10768,39272,56152.1717
A0A6S7ZP96,tr|A0A6S7ZP96|A0A6S7ZP96_9STRA Endo/exonuclease/phosphatase domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_461 PE=4 SV=1,209557.0883,265093.6797,208177.638,158974.7287,212482.9809,172214.4973,232523.7602,293094.5906,224593.8944,162058.6824,240173.2273,201595.984,177763.7034,265190,268195.1789
A0A6S7ZPA1,tr|A0A6S7ZPA1|A0A6S7ZPA1_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_583 PE=3 SV=1,128357.5311,361992.0968,223831.7978,118290.5286,347496.7303,198066.4474,97229.83251,365813.6669,193943.7337,112482.71,369202.3508,212309.9891,110755.8337,402060,225859.8822
A0A6S7ZPA6,tr|A0A6S7ZPA6|A0A6S7ZPA6_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_464 PE=3 SV=1,549177.3289,441078.2347,472551.4409,815001.0136,665359.7567,670400.8714,831565.8864,620858.3666,634515.1512,935488.209,681299.056,722094.7544,848196.6126,567410,607008.88
A0A6S7ZPE5,tr|A0A6S7ZPE5|A0A6S7ZPE5_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_854 PE=3 SV=1,1290223.419,882414.2034,937400.5815,1104858.045,764770.496,824170.236,1053492.225,683638.7493,829201.0757,956208.0939,678532.3698,789528.532,1014170.125,736310,846085.1113
A0A6S7ZPH8,tr|A0A6S7ZPH8|A0A6S7ZPH8_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_602 PE=4 SV=1,57849.43961,64508.89697,237682.3261,55563.5659,57039.81269,215948.2784,78173.11428,67586.02202,287506.1615,60828.91262,61697.10124,248988.1267,74749.92685,65507,289613.5439
A0A6S7ZPJ3,tr|A0A6S7ZPJ3|A0A6S7ZPJ3_9STRA Lactamase_B domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_607 PE=4 SV=1,2530531.534,3071424.953,2679697.222,2344108.515,2965904.052,2566018.782,2806096.277,3517871.287,3152919.296,2650919.576,3414111.439,3013785.17,3099409.152,4068200,3452726.395
A0A6S7ZPN3,tr|A0A6S7ZPN3|A0A6S7ZPN3_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_844 PE=4 SV=1,939453.974,1110928.754,1047955.249,827426.7299,913597.7675,814354.4052,709199.3873,742660.6398,613443.8905,725604.5305,727441.5783,648130.4198,725122.081,719390,648377.1268
A0A6S7ZPP2,tr|A0A6S7ZPP2|A0A6S7ZPP2_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_873 PE=3 SV=1,407697.9581,665850.8707,777875.6184,305237.4343,501360.9207,618349.4022,359659.9212,587622.8329,722545.9382,322016.1933,574154.7308,686328.7057,369521.5827,656900,853737.9384
A0A6S7ZPS1,tr|A0A6S7ZPS1|A0A6S7ZPS1_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_853 PE=4 SV=1,490695.7741,306073.3767,258758.7239,489790.815,314680.7477,248607.7888,442701.3801,440102.0106,214261.2069,424763.4758,292450.1248,192025.1305,462701.7661,319170,224212.3157
A0A6S7ZPT8,tr|A0A6S7ZPT8|A0A6S7ZPT8_9STRA M16C_associated domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_856 PE=3 SV=1,1087074.671,1295065.339,1388229.04,1136924.41,1434457.746,1486397.241,1229750.422,1503106.31,1648939.219,1184768.852,1484270.13,1566725.621,1230070.628,1495800,1566979.043
A0A6S7ZPU6,tr|A0A6S7ZPU6|A0A6S7ZPU6_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_634 PE=4 SV=1,121714.8722,83541.11686,16013.75172,132479.895,92267.841,25083.70251,175178.1696,112212.3058,17537.73669,139611.1677,100083.5764,17265.23608,170263.4099,105260,20641.14338
A0A6S7ZPV0,tr|A0A6S7ZPV0|A0A6S7ZPV0_9STRA Phosducin domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_885 PE=3 SV=1,11942.61792,49550.78253,42786.9024,13073.34233,47262.92003,44539.18261,14175.76419,52749.66432,44788.89549,16270.65436,54531.69496,49620.07203,16234.70581,57024,44705.16593
A0A6S7ZPX6,tr|A0A6S7ZPX6|A0A6S7ZPX6_9STRA Oxidored_FMN domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_645 PE=4 SV=1,1553913.545,1651597.294,1496106.619,1636816.13,1746604.833,1566937.391,1819817.908,1952575.491,1777546.968,1887318.862,1950669.171,1808125.168,1945465.941,2069900,1893030.073
A0A6S7ZQ31,tr|A0A6S7ZQ31|A0A6S7ZQ31_9STRA Thioredoxin-like_fold domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_876 PE=4 SV=1,113361.1428,55669.57727,159434.2144,92202.25055,56086.14254,146937.834,66934.25572,52583.05074,118912.8824,65118.80427,49778.59032,108453.4587,77932.21031,46101,110857.3502
