#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
119640	119640	KOG3450	Huntingtin interacting protein HYPK	General function prediction only 	POORLY CHARACTERIZED
86162	86162	KOG3230	Vacuolar assembly/sorting protein DID4	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
114848	114848	KOG3230	Vacuolar assembly/sorting protein DID4	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
50828	50828	KOG3229	Vacuolar sorting protein VPS24	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
141763	141763	KOG3228	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
2054	2054	KOG3227	Calcium-responsive transcription coactivator	Transcription 	INFORMATION STORAGE AND PROCESSING
30212	30212	KOG3227	Calcium-responsive transcription coactivator	Transcription 	INFORMATION STORAGE AND PROCESSING
45137	45137	KOG3227	Calcium-responsive transcription coactivator	Transcription 	INFORMATION STORAGE AND PROCESSING
114175	114175	KOG3227	Calcium-responsive transcription coactivator	Transcription 	INFORMATION STORAGE AND PROCESSING
143721	143721	KOG3227	Calcium-responsive transcription coactivator	Transcription 	INFORMATION STORAGE AND PROCESSING
68545	68545	KOG3225	"Mitochondrial import inner membrane translocase, subunit TIM22"	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
117995	117995	KOG3223	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
12987	12987	KOG3222	Inosine triphosphate pyrophosphatase	Nucleotide transport and metabolism 	METABOLISM
86100	86100	KOG3222	Inosine triphosphate pyrophosphatase	Nucleotide transport and metabolism 	METABOLISM
141515	141515	KOG3222	Inosine triphosphate pyrophosphatase	Nucleotide transport and metabolism 	METABOLISM
45770	45770	KOG3220	Similar to bacterial dephospho-CoA kinase	Coenzyme transport and metabolism 	METABOLISM
46834	46834	KOG3220	Similar to bacterial dephospho-CoA kinase	Coenzyme transport and metabolism 	METABOLISM
71013	71013	KOG3219	"Transcription initiation factor TFIID, subunit TAF11"	Transcription 	INFORMATION STORAGE AND PROCESSING
48287	48287	KOG3218	"RNA polymerase, 25-kDa subunit (common to polymerases I, II and III)"	Transcription 	INFORMATION STORAGE AND PROCESSING
139134	139134	KOG3218	"RNA polymerase, 25-kDa subunit (common to polymerases I, II and III)"	Transcription 	INFORMATION STORAGE AND PROCESSING
138548	138548	KOG3216	Diamine acetyltransferase	Amino acid transport and metabolism 	METABOLISM
43464	43464	KOG3215	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
45833	45833	KOG3214	Uncharacterized Zn ribbon-containing protein	Function unknown 	POORLY CHARACTERIZED
62176	62176	KOG3213	Transcription factor IIB	Transcription 	INFORMATION STORAGE AND PROCESSING
70288	70288	KOG3213	Transcription factor IIB	Transcription 	INFORMATION STORAGE AND PROCESSING
101851	101851	KOG3213	Transcription factor IIB	Transcription 	INFORMATION STORAGE AND PROCESSING
147444	147444	KOG3213	Transcription factor IIB	Transcription 	INFORMATION STORAGE AND PROCESSING
41653	41653	KOG3212	Uncharacterized conserved protein related to IojAP	Function unknown 	POORLY CHARACTERIZED
46484	46484	KOG3211	Predicted endoplasmic reticulum membrane protein Lec35/MPDU1 involved in monosaccharide-P-dolichol utilization	General function prediction only 	POORLY CHARACTERIZED
74644	74644	KOG3211	Predicted endoplasmic reticulum membrane protein Lec35/MPDU1 involved in monosaccharide-P-dolichol utilization	General function prediction only 	POORLY CHARACTERIZED
141511	141511	KOG3211	Predicted endoplasmic reticulum membrane protein Lec35/MPDU1 involved in monosaccharide-P-dolichol utilization	General function prediction only 	POORLY CHARACTERIZED
46705	46705	KOG3210	Imidazoleglycerol-phosphate synthase subunit H-like	Coenzyme transport and metabolism 	METABOLISM
45716	45716	KOG3209	WW domain-containing protein	General function prediction only 	POORLY CHARACTERIZED
139732	139732	KOG3208	SNARE protein GS28	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
77259	77259	KOG3207	Beta-tubulin folding cofactor E	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
45455	45455	KOG3206	Alpha-tubulin folding cofactor B	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
140459	140459	KOG3206	Alpha-tubulin folding cofactor B	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
43822	43822	KOG3204	60S ribosomal protein L13a	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
45242	45242	KOG3203	Mitochondrial/chloroplast ribosomal protein L13	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
48930	48930	KOG3202	SNARE protein TLG1/Syntaxin 6	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
136833	136833	KOG3202	SNARE protein TLG1/Syntaxin 6	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
12059	12059	KOG3201	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
74368	74368	KOG3200	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
132455	132455	KOG3200	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
138935	138935	KOG3198	"Signal recognition particle, subunit Srp19"	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
61301	61301	KOG3197	Predicted hydrolases of HD superfamily	General function prediction only 	POORLY CHARACTERIZED
47920	47920	KOG3196	"NADH:ubiquinone oxidoreductase, NDUFV2/24 kD subunit"	Energy production and conversion 	METABOLISM
43986	43986	KOG3195	Uncharacterized membrane protein NPD008/CGI-148	General function prediction only 	POORLY CHARACTERIZED
84099	84099	KOG0595	Serine/threonine-protein kinase involved in autophagy	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
12264	12264	KOG3193	K+ channel subunit	Inorganic ion transport and metabolism 	METABOLISM
78137	78137	KOG3192	Mitochondrial J-type chaperone	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
136202	136202	KOG3191	Predicted N6-DNA-methyltransferase	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
142722	142722	KOG3189	Phosphomannomutase	Lipid transport and metabolism 	METABOLISM
63262	63262	KOG3190	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
139468	139468	KOG3188	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
86368	86368	KOG3187	Protein tyrosine phosphatase-like protein PTPLA (contains Pro instead of catalytic Arg)	General function prediction only 	POORLY CHARACTERIZED
138992	138992	KOG3185	Translation initiation factor 6 (eIF-6)	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
142583	142583	KOG3184	60S ribosomal protein L7	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
139270	139270	KOG3182	Predicted cation transporter	Inorganic ion transport and metabolism 	METABOLISM
137668	137668	KOG3181	40S ribosomal protein S3	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
28528	28528	KOG3180	"Electron transfer flavoprotein, beta subunit"	Energy production and conversion 	METABOLISM
42198	42198	KOG3177	Oligoketide cyclase/lipid transport protein	Lipid transport and metabolism 	METABOLISM
132146	132146	KOG3177	Oligoketide cyclase/lipid transport protein	Lipid transport and metabolism 	METABOLISM
29523	29523	KOG3176	"Predicted alpha-helical protein, potentially involved in replication/repair"	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING
138612	138612	KOG3175	Protein phosphatase 4 regulatory subunit 2 related protein	General function prediction only 	POORLY CHARACTERIZED
139697	139697	KOG3174	"F-actin capping protein, beta subunit"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
44974	44974	KOG3173	Predicted Zn-finger protein	General function prediction only 	POORLY CHARACTERIZED
62146	62146	KOG3172	Small nuclear ribonucleoprotein Sm D3	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
77439	77439	KOG3172	Small nuclear ribonucleoprotein Sm D3	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
33321	33321	KOG3170	Conserved phosducin-like protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
137066	137066	KOG3170	Conserved phosducin-like protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
54589	54589	KOG3169	RNA polymerase II transcriptional regulation mediator	Transcription 	INFORMATION STORAGE AND PROCESSING
136677	136677	KOG3169	RNA polymerase II transcriptional regulation mediator	Transcription 	INFORMATION STORAGE AND PROCESSING
137811	137811	KOG3168	U1 snRNP component	Transcription 	INFORMATION STORAGE AND PROCESSING
142000	142000	KOG3168	U1 snRNP component	Transcription 	INFORMATION STORAGE AND PROCESSING
118212	118212	KOG3167	"Box H/ACA snoRNP component, involved in ribosomal RNA pseudouridinylation"	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
37145	37145	KOG3166	60S ribosomal protein L7A	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
41947	41947	KOG3165	"Predicted nucleic-acid-binding protein, contains PIN domain"	General function prediction only 	POORLY CHARACTERIZED
7860	7860	KOG3163	Uncharacterized conserved protein related to ribosomal protein S8E	General function prediction only 	POORLY CHARACTERIZED
46923	46923	KOG3158	HSP90 co-chaperone p23	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
130947	130947	KOG3158	HSP90 co-chaperone p23	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
44941	44941	KOG3159	Lipoate-protein ligase A	Coenzyme transport and metabolism 	METABOLISM
139855	139855	KOG3157	Proline synthetase co-transcribed protein	General function prediction only 	POORLY CHARACTERIZED
48675	48675	KOG3155	"Actin-related protein Arp2/3 complex, subunit ARPC3"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
63770	63770	KOG3154	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
51115	51115	KOG3153	Thiamine pyrophosphokinase	Coenzyme transport and metabolism 	METABOLISM
138952	138952	KOG3152	"TBP-binding protein, activator of basal transcription (contains rrm motif)"	Transcription 	INFORMATION STORAGE AND PROCESSING
137738	137738	KOG3150	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
120981	120981	KOG3151	"26S proteasome regulatory complex, subunit RPN12/PSMD8"	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
2581	2581	KOG3149	"Transcription initiation factor IIF, auxiliary subunit"	Transcription 	INFORMATION STORAGE AND PROCESSING
7166	7166	KOG3149	"Transcription initiation factor IIF, auxiliary subunit"	Transcription 	INFORMATION STORAGE AND PROCESSING
28721	28721	KOG3149	"Transcription initiation factor IIF, auxiliary subunit"	Transcription 	INFORMATION STORAGE AND PROCESSING
44593	44593	KOG3149	"Transcription initiation factor IIF, auxiliary subunit"	Transcription 	INFORMATION STORAGE AND PROCESSING
138407	138407	KOG3149	"Transcription initiation factor IIF, auxiliary subunit"	Transcription 	INFORMATION STORAGE AND PROCESSING
142543	142543	KOG3149	"Transcription initiation factor IIF, auxiliary subunit"	Transcription 	INFORMATION STORAGE AND PROCESSING
142576	142576	KOG3149	"Transcription initiation factor IIF, auxiliary subunit"	Transcription 	INFORMATION STORAGE AND PROCESSING
120311	120311	KOG3148	Glucosamine-6-phosphate isomerase	Carbohydrate transport and metabolism 	METABOLISM
139479	139479	KOG3148	Glucosamine-6-phosphate isomerase	Carbohydrate transport and metabolism 	METABOLISM
41722	41722	KOG3147	6-phosphogluconolactonase - like protein	Carbohydrate transport and metabolism 	METABOLISM
55526	55526	KOG3146	Dolichyl pyrophosphate phosphatase and related acid phosphatases	Lipid transport and metabolism 	METABOLISM
138894	138894	KOG3146	Dolichyl pyrophosphate phosphatase and related acid phosphatases	Lipid transport and metabolism 	METABOLISM
142284	142284	KOG3146	Dolichyl pyrophosphate phosphatase and related acid phosphatases	Lipid transport and metabolism 	METABOLISM
42050	42050	KOG3145	Cystine transporter Cystinosin	Amino acid transport and metabolism 	METABOLISM
42017	42017	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
46163	46163	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
50832	50832	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
51017	51017	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
53462	53462	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
61670	61670	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
63038	63038	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
63635	63635	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
67090	67090	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
73647	73647	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
75148	75148	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
76146	76146	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
77266	77266	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
78173	78173	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
80706	80706	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
84143	84143	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
84570	84570	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
86252	86252	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
122755	122755	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
140032	140032	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
142116	142116	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
142207	142207	KOG0598	Ribosomal protein S6 kinase and related proteins	General function prediction only 	POORLY CHARACTERIZED
42017	42017	KOG0598	Ribosomal protein S6 kinase and related proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
46163	46163	KOG0598	Ribosomal protein S6 kinase and related proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
50832	50832	KOG0598	Ribosomal protein S6 kinase and related proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
51017	51017	KOG0598	Ribosomal protein S6 kinase and related proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
53462	53462	KOG0598	Ribosomal protein S6 kinase and related proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
61670	61670	KOG0598	Ribosomal protein S6 kinase and related proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
63038	63038	KOG0598	Ribosomal protein S6 kinase and related proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
63635	63635	KOG0598	Ribosomal protein S6 kinase and related proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
67090	67090	KOG0598	Ribosomal protein S6 kinase and related proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
